NOT_ID,POLL_TYPE,POLLUTANT
399169,Specific Waste Materials,Household Waste
409178,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
409251,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
405396,Sewage Materials,Final Effluent
410090,Atmospheric Pollutants and Effects,Ammonia/Amine Odour
410161,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
410296,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
410164,Sewage Materials,Crude Sewage
407829,Pollutant Not Identified,Not Identified
410574,Contaminated Water,Suspended Solids
411328,Sewage Materials,Crude Sewage
1479590,Specific Waste Materials,Commercial Waste
1479590,Specific Waste Materials,Household Waste
410780,Contaminated Water,Other Contaminated Water
411679,General Biodegradable Materials and Wastes,Blood and Offal
411994,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
1481922,Organic Chemicals/Products,Pesticides and Biocides
1480266,Specific Waste Materials,Commercial Waste
1480266,Specific Waste Materials,Household Waste
399430,Oils and Fuel,Gas and Fuel Oils
403139,Contaminated Water,Suspended Solids
405530,Agricultural Materials and Wastes,Slurry and Dilute Slurry
415901,Atmospheric Pollutants and Effects,Dust
415976,Pollutant Not Identified,Not Identified
415869,Sewage Materials,Crude Sewage
416058,Pollutant Not Identified,Not Identified
412497,Pollutant Not Identified,Not Identified
412428,Atmospheric Pollutants and Effects,Dust
412417,Pollutant Not Identified,Not Identified
411505,Organic Chemicals/Products,Surfactants and Detergents
412135,Sewage Materials,Process Effluent
410387,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
409066,Sewage Materials,Crude Sewage
414776,Pollutant Not Identified,Not Identified
412476,Agricultural Materials and Wastes,Slurry and Dilute Slurry
404123,Oils and Fuel,Other Oil or Fuel
415590,Organic Chemicals/Products,Other Organic Chemical or Product
410425,Agricultural Materials and Wastes,Slurry and Dilute Slurry
416396,Agricultural Materials and Wastes,Slurry and Dilute Slurry
416485,Contaminated Water,Vegetable Washings
414551,Organic Chemicals/Products,Other Organic Chemical or Product
413065,Contaminated Water,Minewater
412962,Atmospheric Pollutants and Effects,Smoke
413175,Contaminated Water,Suspended Solids
409976,Organic Chemicals/Products,Other Organic Chemical or Product
415110,Inert Materials and Wastes,Soils and Clay
415310,Pollutant Not Identified,Not Identified
397676,Specific Waste Materials,Commercial Waste
414705,Sewage Materials,Storm Sewage
415420,Atmospheric Pollutants and Effects,Smoke
415420,Specific Waste Materials,Vehicles and Vehicle Parts
417425,Oils and Fuel,Diesel
413483,Sewage Materials,Grey Water
412326,Sewage Materials,Crude Sewage
415672,Atmospheric Pollutants and Effects,Dust
392005,Atmospheric Pollutants and Effects,Landfill Odour
1479550,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
417885,Sewage Materials,Crude Sewage
418075,Oils and Fuel,Mixed/Waste Oils
417436,General Biodegradable Materials and Wastes,Other Animal Matter
386746,General Biodegradable Materials and Wastes,Food and Drink
383446,Organic Chemicals/Products,Solvents
392456,Organic Chemicals/Products,Solvents
392463,Pollutant Not Identified,Not Identified
392510,Specific Waste Materials,Asbestos
392510,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
392652,Organic Chemicals/Products,Hydrocarbons
392910,Agricultural Materials and Wastes,Slurry and Dilute Slurry
392921,Atmospheric Pollutants and Effects,Landfill Odour
392654,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
392792,Sewage Materials,Crude Sewage
392777,Pollutant Not Identified,Not Identified
397938,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
397982,Pollutant Not Identified,Not Identified
1482133,Sewage Materials,Crude Sewage
402207,Inorganic Chemicals/Products,Acids
403260,Inert Materials and Wastes,Soils and Clay
378551,Specific Waste Materials,Other Specific Waste Material
387459,Sewage Materials,Crude Sewage
387971,Oils and Fuel,Mixed/Waste Oils
387794,Atmospheric Pollutants and Effects,Smoke
387794,Contaminated Water,Firefighting Run-Off
387813,Oils and Fuel,Diesel
374464,Organic Chemicals/Products,Other Organic Chemical or Product
390125,Oils and Fuel,Unidentified Oil
393285,Oils and Fuel,Kerosene and Aviation Fuel
392472,Inorganic Chemicals/Products,Alkalis
392472,Organic Chemicals/Products,Solvents
388796,Contaminated Water,Firefighting Run-Off
398094,Organic Chemicals/Products,Pesticides and Biocides
398359,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
398359,Specific Waste Materials,Household Waste
398446,Contaminated Water,Suspended Solids
398495,Pollutant Not Identified,Not Identified
398891,Sewage Materials,Crude Sewage
398128,Specific Waste Materials,Asbestos
370414,Agricultural Materials and Wastes,Slurry and Dilute Slurry
403890,Oils and Fuel,Diesel
403659,Sewage Materials,Crude Sewage
387602,Oils and Fuel,Unidentified Oil
388168,Sewage Materials,Process Effluent
388190,Other Pollutant,Microbiological
388257,Contaminated Water,Suspended Solids
389831,Oils and Fuel,Diesel
391322,Agricultural Materials and Wastes,Slurry and Dilute Slurry
394478,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
399125,Other Pollutant,Other
398763,Atmospheric Pollutants and Effects,Smoke
398763,Atmospheric Pollutants and Effects,Soot/Smuts
398763,Atmospheric Pollutants and Effects,Steam
394862,Atmospheric Pollutants and Effects,Smoke
399295,Other Pollutant,Other
395611,Atmospheric Pollutants and Effects,Smoke
395611,Specific Waste Materials,Household Waste
404115,Atmospheric Pollutants and Effects,Smoke
404115,Contaminated Water,Firefighting Run-Off
353541,Specific Waste Materials,Asbestos
383805,Sewage Materials,Crude Sewage
387881,Agricultural Materials and Wastes,Fertiliser
388542,Pollutant Not Identified,Not Identified
1484526,Agricultural Materials and Wastes,Silage Liquors
386953,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
389585,Atmospheric Pollutants and Effects,Chemical Odour
394105,Oils and Fuel,Lubricating Oils
392933,Atmospheric Pollutants and Effects,Fumes
392933,Atmospheric Pollutants and Effects,Smoke
392159,Sewage Materials,Grey Water
399624,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
394283,Atmospheric Pollutants and Effects,Effects on Humans
394283,Inorganic Chemicals/Products,Acids
396561,Oils and Fuel,Diesel
404229,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
403854,Atmospheric Pollutants and Effects,Smoke
402822,Sewage Materials,Crude Sewage
404046,Agricultural Materials and Wastes,Slurry and Dilute Slurry
390804,Oils and Fuel,Diesel
388734,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
388734,Inert Materials and Wastes,Soils and Clay
385995,Sewage Materials,Crude Sewage
388795,Contaminated Water,Firefighting Run-Off
388842,Oils and Fuel,Mixed/Waste Oils
388112,Other Pollutant,Noise
388113,Other Pollutant,Noise
388959,Specific Waste Materials,Contaminated Soil
376591,Oils and Fuel,Gas and Fuel Oils
372874,Specific Waste Materials,Tyres
394985,Pollutant Not Identified,Not Identified
397977,Pollutant Not Identified,Not Identified
394756,General Biodegradable Materials and Wastes,Natural Organic Material
388284,Atmospheric Pollutants and Effects,Smoke
400222,Atmospheric Pollutants and Effects,Landfill Odour
405203,Inert Materials and Wastes,Other Inert Material or Waste
405203,General Biodegradable Materials and Wastes,Other Animal Matter
405308,Oils and Fuel,Diesel
405348,Organic Chemicals/Products,Hydrocarbons
405430,Sewage Materials,Grey Water
397215,Sewage Materials,Sludge
405449,Contaminated Water,Minewater
399273,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
399273,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
388910,Organic Chemicals/Products,Other Organic Chemical or Product
389356,Oils and Fuel,Lubricating Oils
389486,Oils and Fuel,Unidentified Oil
392516,Organic Chemicals/Products,Pesticides and Biocides
392367,Oils and Fuel,Diesel
398536,Oils and Fuel,Diesel
397581,Agricultural Materials and Wastes,Slurry and Dilute Slurry
396710,Pollutant Not Identified,Not Identified
400480,Specific Waste Materials,Commercial Waste
400023,Sewage Materials,Crude Sewage
400056,General Biodegradable Materials and Wastes,Food and Drink
405667,Contaminated Water,Suspended Solids
404055,Inert Materials and Wastes,Soils and Clay
405864,Contaminated Water,Landfill Leachate
406347,Pollutant Not Identified,Not Identified
389924,Other Pollutant,Other
390130,Agricultural Materials and Wastes,Slurry and Dilute Slurry
370616,Agricultural Materials and Wastes,Slurry and Dilute Slurry
389792,General Biodegradable Materials and Wastes,Food and Drink
389792,Oils and Fuel,Diesel
406484,Oils and Fuel,Gas and Fuel Oils
405212,Other Pollutant,Other
403285,Contaminated Water,Landfill Leachate
390399,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
390399,Specific Waste Materials,Household Waste
390399,Specific Waste Materials,Tyres
390425,Specific Waste Materials,Tyres
390425,Other Pollutant,Other
390408,Agricultural Materials and Wastes,Fertiliser
390604,Specific Waste Materials,Metal Wastes
390604,Specific Waste Materials,Organic Chemical Wastes
390604,Specific Waste Materials,Vehicles and Vehicle Parts
384296,Specific Waste Materials,Commercial Waste
384296,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
396567,General Biodegradable Materials and Wastes,Composted Material
387227,Organic Chemicals/Products,Other Organic Chemical or Product
401269,Agricultural Materials and Wastes,Slurry and Dilute Slurry
396431,Atmospheric Pollutants and Effects,Smoke
396431,Contaminated Water,Firefighting Run-Off
406896,Pollutant Not Identified,Not Identified
406990,Pollutant Not Identified,Not Identified
407081,Other Pollutant,Other
406897,Pollutant Not Identified,Not Identified
391081,Oils and Fuel,Gas and Fuel Oils
391310,Pollutant Not Identified,Not Identified
391309,Agricultural Materials and Wastes,Fertiliser
396806,Inert Materials and Wastes,Soils and Clay
388919,Oils and Fuel,Mixed/Waste Oils
394988,Pollutant Not Identified,Not Identified
397013,Sewage Materials,Storm Sewage
396637,Sewage Materials,Storm Sewage
396979,Organic Chemicals/Products,Other Organic Chemical or Product
397148,Oils and Fuel,Diesel
397240,Specific Waste Materials,Metal Wastes
397260,Agricultural Materials and Wastes,Slurry and Dilute Slurry
401697,Inert Materials and Wastes,Other Inert Material or Waste
401807,Oils and Fuel,Gas and Fuel Oils
401990,Organic Chemicals/Products,Pesticides and Biocides
398993,Agricultural Materials and Wastes,Solid Manure
402151,Oils and Fuel,Lubricating Oils
364362,Oils and Fuel,Diesel
365364,Inert Materials and Wastes,Soils and Clay
366523,Inert Materials and Wastes,Other Inert Material or Waste
320540,Sewage Materials,Crude Sewage
370637,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
315647,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
370796,Sewage Materials,Crude Sewage
370833,Sewage Materials,Crude Sewage
374557,Atmospheric Pollutants and Effects,Soot/Smuts
374635,General Biodegradable Materials and Wastes,Blood and Offal
374635,Sewage Materials,Crude Sewage
372375,Agricultural Materials and Wastes,Other Agricultural Material or Waste
341405,Sewage Materials,Storm Sewage
333403,Specific Waste Materials,Tyres
373732,Sewage Materials,Crude Sewage
374807,Sewage Materials,Crude Sewage
374641,Atmospheric Pollutants and Effects,Soot/Smuts
378897,Contaminated Water,Suspended Solids
378519,Inert Materials and Wastes,Soils and Clay
375120,Sewage Materials,Grey Water
379334,Oils and Fuel,Unidentified Oil
361188,Sewage Materials,Process Effluent
367227,Organic Chemicals/Products,Solvents
365909,Inorganic Chemicals/Products,Acids
365909,Inorganic Chemicals/Products,Other Inorganic Chemical or Product
367386,Other Pollutant,Other
366877,Oils and Fuel,Kerosene and Aviation Fuel
380260,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
374957,Atmospheric Pollutants and Effects,Soot/Smuts
374958,Oils and Fuel,Cutting Oils
375192,Specific Waste Materials,Asbestos
345103,Contaminated Water,Other Contaminated Water
375461,Sewage Materials,Crude Sewage
375515,Inorganic Chemicals/Products,Alkalis
375466,Sewage Materials,Crude Sewage
378750,Contaminated Water,Minewater
379638,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
378914,Inert Materials and Wastes,Soils and Clay
380675,Atmospheric Pollutants and Effects,Sulphide Odour
365644,Oils and Fuel,Petrol
381031,Atmospheric Pollutants and Effects,Smoke
381119,Oils and Fuel,Other Oil or Fuel
381377,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
381377,Inert Materials and Wastes,Soils and Clay
379209,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
381361,Sewage Materials,Crude Sewage
381252,Oils and Fuel,Kerosene and Aviation Fuel
374468,Other Pollutant,Natural Ochre
381757,Agricultural Materials and Wastes,Slurry and Dilute Slurry
381759,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
381613,Contaminated Water,Suspended Solids
379342,Sewage Materials,Crude Sewage
379342,Specific Waste Materials,Commercial Waste
382594,Organic Chemicals/Products,Other Organic Chemical or Product
